Proband_ID,Date,Time,Temperature,Handedness,Condition,Order,ComPort,ConditionNr,SAM_arousal,SAM_valence,Presence,ColourColourNr,Ishihara_Result
0.2,10.03.2020,15:14,,0,0,1,COM9,0,5,7,999,999
0.2,10.03.2020,15:23,,0,0,1,COM9,1,5,7,75,1_Blue_BrightL_Sa
0.2,10.03.2020,15:30,,0,0,1,COM9,2,4,7,68,0_Blue_BrightL_Sa
0.2,10.03.2020,15:37,,0,0,1,COM9,3,3,7,70,3_Blue_BrightM_Sa
0.2,10.03.2020,15:44,,0,0,1,COM9,4,3,6,68,2_Blue_BrightM_Sa
