
0.6,1,0.5228271,0.4230347,0.4765015,0.6884766,0.5997314,0.6896362,0.5,0.477356,0.5223389,0.5892944,0.4890137,0.4330444,0.5331421,0.5776978,0.6000977,0.6110229,0.5666504
0.6,2,0.8114014,0.4990234,0.5871582,0.4998779,0.4868164,0.4884033,0.4771729,0.6326904,0.4555664,0.5330811,0.477417,0.4892578,0.4227295,0.4996338,0.4992676,0.4777832,0.7663574,0.5668945,0.4108887,0.432373,0.4326172,0.4669189
0.6,3,1.078735,0.6333008,0.4449463,0.5328369,0.4224854,0.5111084,0.4223633,0.6333008,0.6334229,0.4661865,0.5445557,0.4665527,0.5441895,0.4996338,0.4997559,0.4891357,0.4667969,0.4555664,0.4223633
0.6,4,0.8015137,0.4335938,0.644043,0.4782715,0.6000977,0.5341797,0.4335938,0.532959,0.411377,0.4685059,0.4885254,0.5668945,0.4558105,0.5224609,0.4660645,0.5114746,0.5332031,0.5214844
