Proband_ID,ConditionNr,rotationAngle_x,rotationAngle_y,rotationAngle_z,acceleration,time
0.8,0,0,0,0,0,77.85431
0.8,0,13.00002,0.3766189,359.3326,0.0004882813,77.96414
0.8,0,13.0575,0.3216631,359.3164,-0.01373291,78.06414
0.8,0,12.93999,0.2462415,359.3744,-0.006408691,78.16415
0.8,0,12.57645,0.07277379,359.4799,0.05947876,78.26414
0.8,0,11.93966,359.8064,359.5326,-0.0009765625,78.36414
0.8,0,11.01912,359.5842,359.6908,0.0004577637,78.46414
0.8,0,9.529449,359.1707,359.8621,-0.007354736,78.56414
0.8,0,7.41027,358.5924,359.9266,-0.05844116,78.66415
0.8,0,5.206955,357.9189,359.8195,-0.06936646,78.76414
0.8,0,3.70374,357.0874,359.324,-0.1353455,78.86414
0.8,0,2.720201,357.124,358.9822,0.03622437,78.96414
0.8,0,1.428328,357.5613,359.3417,0.5580444,79.07927
0.8,0,357.6383,357.2076,359.7043,-0.4588623,79.17927
0.8,0,356.4182,356.9041,359.0217,-0.1256104,79.27927
0.8,0,356.1858,357.4527,359.3799,0.1633301,79.37927
0.8,0,357.9893,357.6943,359.6348,0.2092285,79.47927
0.8,0,1.055537,357.411,-0.001679411,-149.9044,79.57927
0.8,0,3.429789,357.0595,359.5843,-0.09713745,79.67927
0.8,0,5.160686,357.0029,359.5796,0.05108643,79.77927
0.8,0,5.382599,357.3326,359.4775,0.01821899,79.87927
0.8,0,5.066188,357.5525,359.2766,-0.004638672,79.97927
0.8,0,4.811903,357.6265,359.0217,0.03210449,80.07927
0.8,0,4.156003,357.5932,359.2089,0.03317261,80.17927
0.8,0,3.922403,357.4582,359.2184,-0.003845215,80.27927
0.8,0,3.876637,357.2725,359.1728,-0.006286621,80.37927
0.8,0,4.247653,356.9759,359.2379,-0.02981567,80.47927
0.8,0,4.441868,356.7989,359.4104,-0.0135498,80.57927
0.8,0,4.413788,356.7748,359.4773,-0.005065918,80.67927
0.8,0,4.473544,356.7476,359.5641,0.003173828,80.77927
0.8,0,4.495643,356.7656,359.6742,0.0005493164,80.87927
0.8,0,4.453502,356.6186,359.8168,-0.003234863,80.97927
0.8,0,5.192866,356.6075,0.234714,0.0112915,81.07927
0.8,0,6.589583,357.0424,0.6355137,0.05123901,81.17927
0.8,0,7.914401,357.6701,0.7605598,0.1329956,81.27927
0.8,0,9.08301,358.4973,0.4726627,0.05419922,81.37927
0.8,0,9.853957,358.6087,0.3493031,0.0004577637,81.47927
0.8,0,11.44101,358.6506,0.3900191,0.08178711,81.57927
0.8,0,11.99341,358.998,0.433342,0.0284729,81.67927
0.8,0,12.19309,359.0394,0.3423514,0.00881958,81.77927
0.8,0,12.25969,359.1555,0.2694939,-0.006530762,81.87927
0.8,0,12.3269,359.2421,0.1896169,0.009613037,81.97927
0.8,0,12.19036,359.4836,0.1224982,0.05157471,82.07927
0.8,0,12.15926,0.1923247,0.2555241,0.03344822,82.17927
0.8,0,12.29049,0.4055764,0.3053098,-0.0003099442,82.27927
0.8,0,12.2885,0.5390467,0.2789599,-0.00344944,82.37927
0.8,0,12.47988,1.470701,0.3988491,0.01181984,82.47927
0.8,0,12.47487,2.439974,0.4582821,0.01476383,82.57927
0.8,0,12.45174,2.541199,0.4707808,-0.009418488,82.67927
0.8,0,12.4212,2.400848,0.5124972,0.001422882,82.77927
0.8,0,12.34319,2.498757,0.4727815,0.004286766,82.87927
0.8,0,12.21605,2.459938,0.4346025,-0.02430439,82.97927
0.8,0,11.89943,2.294658,0.3537122,-0.063941,83.07927
0.8,0,11.36829,2.001854,0.2682564,-0.06081104,83.17927
0.8,0,10.56879,1.713749,0.2747885,-0.05674171,83.27927
0.8,0,9.783126,1.522749,0.3603657,-0.04480457,83.37927
0.8,0,9.426946,1.484773,0.3692342,-0.06640434,83.47927
0.8,0,9.423249,1.425866,0.2667577,0.01738262,83.57927
0.8,0,9.477324,1.473184,0.1137249,-0.02654839,83.67927
0.8,0,7.888886,1.50688,359.838,-0.007263184,83.77927
0.8,0,7.14656,1.584409,359.4983,-0.1015625,83.87927
0.8,0,6.631197,1.552632,359.0183,-0.05422974,83.97927
0.8,0,6.847173,1.50524,358.8665,0.01068115,84.07927
0.8,0,7.060765,1.681621,358.8762,-0.01797485,84.17927
0.8,0,6.978086,1.855346,359.0414,0.001159668,84.27927
0.8,0,6.858426,1.84224,359.1479,0.01724243,84.37927
0.8,0,6.614308,1.539561,359.248,0.004364014,84.47927
0.8,0,6.27533,1.334018,359.6407,0.1201782,84.57927
0.8,0,6.205494,0.7690531,0.03985967,-353.7766,84.67927
0.8,0,6.146616,0.6135926,0.2273017,-0.02514648,84.77927
0.8,0,5.532066,0.1891345,0.2379217,-0.06473637,84.87927
0.8,0,5.196135,0.04912221,0.1820331,-0.03004408,84.97927
0.8,0,4.928943,359.9045,0.08992069,-0.008392334,85.07927
0.8,0,4.922206,359.5169,0.4002114,-0.09912109,85.17927
0.8,0,5.195985,359.0913,0.3664893,-0.02374268,85.27927
0.8,0,5.16981,359.0469,0.2457458,0.02148438,85.37927
0.8,0,5.705515,359.2256,0.1411376,0.03445435,85.47927
0.8,0,5.499285,359.4743,359.9594,0.01330566,85.57927
0.8,0,5.344806,359.3201,0.06398701,-0.01733398,85.67927
0.8,0,5.540024,359.1978,0.06809343,0.008178711,85.77927
0.8,0,5.545884,359.1965,0.1079818,-0.01211548,85.87927
0.8,0,5.668955,359.1358,0.09617973,0.01715088,85.97927
0.8,0,5.548963,359.0272,0.1041362,-0.0411377,86.07927
0.8,0,5.627396,358.8145,0.3258215,-0.02410889,86.17927
0.8,0,5.736224,358.8777,0.3243418,0.009490967,86.27927
0.8,0,5.638523,358.7907,0.3564348,-0.0007019043,86.37927
0.8,0,6.016434,358.9424,0.3089173,-0.01779175,86.47927
0.8,0,6.5063,359.0537,0.3070551,-0.01168823,86.57927
0.8,0,6.53923,358.9736,0.2648999,-0.00894165,86.67927
0.8,0,6.448632,359.0335,0.3506313,0.007965088,86.77927
0.8,0,6.535113,358.8778,0.4442846,0.009552002,86.87927
0.8,0,6.705725,358.904,0.4697065,0.02731323,86.97927
0.8,0,6.70372,358.9741,0.4903468,-0.01300049,87.07927
0.8,0,6.848729,358.7123,0.5683662,-0.01849365,87.17927
0.8,0,7.285107,358.7761,0.68009,0.03408813,87.27927
0.8,0,7.626077,358.9301,0.5412362,-0.006866455,87.37927
0.8,0,7.637738,358.807,0.5869066,-0.02114868,87.47927
0.8,0,7.687194,358.6512,0.6929541,-0.02206421,87.57927
