Proband_ID,ConditionNr,rotationAngle_x,rotationAngle_y,rotationAngle_z,acceleration,time
0.3,0,0,0,0,0,140.8912
0.3,0,15.94452,356.314,2.023258,0.007568359,140.9987
0.3,0,16.00886,356.3276,2.036815,-0.01528931,141.0987
0.3,0,15.95114,356.2801,2.043174,-0.003692627,141.1987
0.3,0,15.79879,356.3211,2.026126,0.007904053,141.2987
0.3,0,15.67541,356.3503,1.971519,0.003967285,141.3987
0.3,0,15.45388,356.4616,1.864969,0.02453613,141.4987
0.3,0,15.31341,356.5224,1.845437,0.001281738,141.5987
0.3,0,15.09154,356.6243,1.7984,0.02703857,141.6987
0.3,0,14.84304,356.7407,1.693259,-0.004089355,141.7987
0.3,0,14.76847,356.8585,1.542948,0.008209229,141.8987
0.3,0,14.76322,356.9536,1.447374,0.004364014,141.9987
0.3,0,14.61927,357.0031,1.414724,-0.005767822,142.0987
0.3,0,14.51412,357.0266,1.38602,0.0050354,142.1987
0.3,0,14.42861,357.0729,1.341331,0.01675415,142.2987
0.3,0,14.32219,357.1322,1.31927,0.005462646,142.3987
0.3,0,14.31924,357.2106,1.335045,0.002838135,142.4987
0.3,0,14.23046,357.2141,1.399082,-0.001281738,142.5987
0.3,0,14.0461,357.229,1.39527,0.01196289,142.6987
0.3,0,13.97182,357.2906,1.329919,0.003173828,142.7987
0.3,0,13.87073,357.3441,1.276108,0.01141357,142.8987
0.3,0,13.71749,357.3923,1.25502,0.005004883,142.9987
0.3,0,13.61982,357.3648,1.228783,0.008056641,143.0987
0.3,0,13.46428,357.3944,1.236509,0.01321411,143.1987
0.3,0,13.36316,357.3981,1.182377,0.001678467,143.2987
0.3,0,13.37172,357.3583,1.194287,-0.003997803,143.3987
0.3,0,13.34711,357.4124,1.12597,0.0218811,143.4987
0.3,0,13.21379,357.5167,1.080536,-0.007049561,143.5987
0.3,0,13.21581,357.5503,0.9997238,0.009918213,143.6987
0.3,0,13.22357,357.5756,1.031194,0.0002746582,143.7987
0.3,0,12.64208,357.616,1.069718,-0.03430176,143.8987
0.3,0,12.48039,357.6465,0.9877479,0.02639771,143.9987
0.3,0,12.46702,357.6352,0.8836168,0.008056641,144.0987
0.3,0,12.58925,357.6506,0.9179856,-0.009613037,144.1987
0.3,0,12.71428,357.6227,0.8739023,-0.003540039,144.2987
0.3,0,12.64526,357.7262,0.7858739,0.004211426,144.3987
0.3,0,12.69238,357.7565,0.6865543,0.01296997,144.4987
0.3,0,12.68748,357.7657,0.6748663,-0.005157471,144.5987
0.3,0,12.61187,357.7646,0.6324358,0.00692749,144.6987
0.3,0,12.54385,357.7856,0.5583869,0.000213623,144.7987
0.3,0,12.58565,357.815,0.5807893,-0.0004272461,144.8987
0.3,0,12.62778,357.7556,0.657955,-0.01208496,144.9987
0.3,0,12.58273,357.7911,0.6455303,0.02542114,145.0987
0.3,0,12.52078,357.7992,0.6214768,6.103516E-05,145.1987
0.3,0,12.5413,357.7745,0.6252688,0.001708984,145.2987
0.3,0,12.51612,357.7439,0.6933314,-0.01019287,145.3987
0.3,0,12.50313,357.7257,0.7135921,0.002532959,145.4987
0.3,0,12.50824,357.7287,0.7074528,0.004119873,145.5987
0.3,0,12.54373,357.7225,0.8051574,-0.004211426,145.6987
0.3,0,12.52842,357.6409,0.8975877,-0.001525879,145.7987
0.3,0,12.44534,357.6504,0.9031433,0.008880615,145.8987
0.3,0,12.43771,357.6866,0.8611856,0.006530762,145.9987
0.3,0,12.4272,357.6949,0.8564208,0.008239746,146.0987
0.3,0,12.36439,357.6709,0.8892871,-0.001281738,146.1987
0.3,0,12.37417,357.6475,0.8985878,0.0027771,146.2987
0.3,0,12.3462,357.6697,0.9033973,-0.0003967285,146.3987
0.3,0,12.40566,357.6786,0.9302683,0.003601074,146.4987
0.3,0,12.42873,357.6092,1.009085,-0.02069092,146.5987
0.3,0,12.36532,357.6314,1.006788,0.0135498,146.6987
0.3,0,12.31241,357.6653,0.934731,0.00289917,146.7987
0.3,0,12.36499,357.6809,0.8678594,-0.003601074,146.8987
0.3,0,12.31588,357.6965,0.8707095,0.004364014,146.9987
0.3,0,12.29449,357.6921,0.856028,0.005432129,147.0987
0.3,0,12.24585,357.6938,0.8610626,0.003997803,147.1987
0.3,0,12.19029,357.7191,0.8553399,0.01348877,147.2987
0.3,0,12.24344,357.7397,0.868743,0.0004882813,147.3987
0.3,0,12.30523,357.6889,0.9527014,-0.008209229,147.4987
0.3,0,12.24375,357.6832,0.9999492,-0.004180908,147.5987
0.3,0,12.20184,357.6977,0.9832008,-0.001953125,147.6987
0.3,0,12.24549,357.7241,0.9397945,0.003936768,147.7987
0.3,0,12.12382,357.7097,0.9837649,-0.01248169,147.8987
0.3,0,12.06546,357.6793,1.011035,0.008300781,147.9987
0.3,0,12.02939,357.6941,1.015248,0.004150391,148.0987
0.3,0,11.95626,357.709,1.032218,-0.005889893,148.1987
0.3,0,11.99582,357.6953,1.083332,-0.001922607,148.2987
0.3,0,11.97928,357.6407,1.166506,-0.00189209,148.3987
0.3,0,11.88629,357.653,1.205731,-0.003051758,148.4987
0.3,0,11.85478,357.6548,1.192046,0.001098633,148.5987
0.3,0,11.84937,357.6409,1.183252,-0.005004883,148.6987
0.3,0,11.76484,357.6539,1.213824,-3.051758E-05,148.7987
0.3,0,11.75543,357.6317,1.160332,0.001708984,148.8987
0.3,0,11.7296,357.7001,1.117376,0.01422119,148.9987
0.3,0,11.7362,357.7271,1.058844,-0.006378174,149.0987
0.3,0,11.78632,357.6928,1.082198,-0.01239014,149.1987
0.3,0,11.72613,357.6462,1.106033,0.005371094,149.2987
0.3,0,11.716,357.6732,1.078671,0.007263184,149.3987
0.3,0,11.75077,357.6677,1.045743,-0.0007629395,149.4987
0.3,0,11.74375,357.6689,1.091931,-0.005340576,149.5987
0.3,0,11.74164,357.612,1.119863,0.005126953,149.6987
0.3,0,11.71784,357.6209,1.103625,0.006774902,149.7987
0.3,0,11.65378,357.6451,1.089626,0.0027771,149.8987
0.3,0,11.78339,357.6382,1.103515,-0.01412964,149.9987
0.3,0,11.84645,357.5471,1.184316,-0.008880615,150.0987
0.3,0,11.7563,357.5358,1.182483,0.005157471,150.1987
0.3,0,11.76363,357.5544,1.143636,-0.01373291,150.2987
0.3,0,11.77138,357.5393,1.132671,-0.001068115,150.3987
0.3,0,11.72232,357.5284,1.169264,-0.001190186,150.4987
0.3,0,11.7365,357.5211,1.180704,0.001708984,150.5987
0.3,0,11.73882,357.3837,1.119659,-0.02017212,150.6987
0.3,0,11.70642,357.3138,1.097394,0.01342773,150.7987
0.3,0,11.77861,357.4304,1.172762,0.01043701,150.8987
0.3,0,11.76589,357.3677,1.211406,-0.002838135,150.9987
0.3,0,11.67742,357.3497,1.179739,-0.005340576,151.0987
0.3,0,11.60149,357.3313,1.132224,0.006439209,151.1987
0.3,0,11.62383,357.3289,1.143164,-0.004180908,151.2987
0.3,0,11.54407,357.2997,1.161366,-0.007202148,151.3987
0.3,0,11.56266,357.3045,1.189712,0.004821777,151.4987
0.3,0,11.5377,357.3036,1.183886,0.005828857,151.5987
0.3,0,11.53135,357.2976,1.184893,0.007293701,151.6987
0.3,0,11.64295,357.303,1.254292,-0.0009155273,151.7987
0.3,0,11.61514,357.2228,1.29969,-0.005737305,151.8987
0.3,0,11.553,357.2843,1.275913,0.02938843,151.9987
0.3,0,11.57176,357.2843,1.203047,0.0001525879,152.0987
0.3,0,11.57898,357.2873,1.200099,0.002838135,152.1987
0.3,0,11.5391,357.2696,1.213368,-0.01296997,152.2987
0.3,0,11.55387,357.2807,1.218853,-0.002868652,152.3987
0.3,0,11.51765,357.2914,1.252649,-0.001617432,152.4987
0.3,0,11.53341,357.2685,1.267876,-0.01257324,152.5987
0.3,0,11.60818,357.2662,1.307477,0.007720947,152.6987
0.3,0,11.61416,357.2221,1.376644,-0.004821777,152.7987
0.3,0,11.57014,357.1989,1.381635,0.002868652,152.8987
0.3,0,11.4832,357.2537,1.318571,0.007324219,152.9987
0.3,0,11.55746,357.2504,1.302359,-0.0006103516,153.0987
0.3,0,11.51469,357.2267,1.335316,-0.004180908,153.1987
0.3,0,11.4853,357.2167,1.337136,0.002990723,153.2987
0.3,0,11.52418,357.2366,1.319898,-0.001983643,153.3987
0.3,0,11.52501,357.2535,1.33738,0.00100708,153.4987
0.3,0,11.60873,357.2695,1.324444,0.01791382,153.5987
0.3,0,11.68871,357.2121,1.398558,-0.02078247,153.6987
0.3,0,11.63201,357.202,1.385402,0.01538086,153.7987
