
0.5,1,0.3669434,0.5007324,0.4110718,0.333313,0.4558716,0.3997803,0.3666992,0.3995361,0.4002075,0.3884888,0.5112915,0.3554077,0.5333252,0.5216064,0.5110474,0.4995728,0.399231,0.4224243,0.5663452,0.5115356
0.5,2,0.4782715,0.4106445,0.4332275,0.5107422,0.6116943,0.5333252,0.5107422,0.4776611,0.5111084,0.4108887,0.5445557,0.5457764,0.4002686,0.366333,0.3997803,0.5112305,0.4112549,0.4992676,0.5668945,0.4338379,0.5341797,0.3881836,0.4324951
0.5,3,0.522583,0.421875,0.5,0.4440918,0.3780518,0.5109863,0.3886719,0.5550537,0.3775635,0.4121094,0.5561523,0.4562988,0.4553223,0.4445801,0.5003662
0.5,4,0.4561768,0.4332275,0.4780273,0.600708,0.411377,0.3674316,0.4445801,0.5571289,0.5229492,0.3886719,0.5107422,0.5107422,0.5109863,0.355957,0.5112305,0.4111328,0.4001465,0.3886719
