
0.2,1,0.5119629,0.3995361,0.6115723,0.555542,0.4553223,0.4116211,0.4658813,0.4441528,0.4558105,0.4890137,0.4226074,0.5322266,0.4328613,0.6329346,0.4667358,0.4214478,0.5001221,0.6307983,0.3452148,0.4776001,0.4328003,0.4661865,0.3444214,0.5221558,0.4661865
0.2,2,0.4545898,0.3435059,0.4549561,0.4667969,0.5543213,0.3554688,0.4550781,0.5328369,0.5126953,0.3880615,0.4665527,0.532959,0.3765869,0.4560547,0.4986572,0.5549316
0.2,3,0.4664307,0.4996338,0.5001221,0.6203613,0.5336914,0.5891113,0.4450684,0.3549805,0.3665771,0.5002441,0.388916,0.4990234,0.5,0.5543213,0.4119873,0.5336914,0.5229492,0.5563965,0.5007324,0.5892334,0.5324707,999
0.2,4,0.4561768,0.6004639,0.3778076,0.5106201,0.3553467,0.3557129,0.5107422,0.4672852,0.4333496,0.5554199,0.644043,0.6105957,0.5761719,0.6669922,0.5668945,0.7441406,0.6220703,0.532959,0.4335938,0.5224609,0.4450684,0.6108398,0.5227051
